Descrição da Taxa;Dias Úteis;Dias Corridos;Preço/Taxa
DI x pré;529;772;12,70
DI x pré;535;780;12,70
DI x pré;542;791;12,70
DI x pré;555;812;12,70
DI x pré;569;833;12,70
DI x pré;574;840;12,70
DI x pré;582;850;12,70
DI x pré;595;870;12,71
DI x pré;603;882;12,71
DI x pré;617;900;12,71
DI x pré;634;925;12,72
DI x pré;638;931;12,73
DI x pré;647;942;12,73
DI x pré;658;960;12,74
DI x pré;659;961;12,74
DI x pré;667;973;12,74
DI x pré;679;990;12,75
DI x pré;697;1018;12,75
DI x pré;699;1023;12,75
DI x pré;718;1050;12,76
DI x pré;727;1065;12,76
DI x pré;738;1080;12,77
DI x pré;757;1109;12,79
DI x pré;758;1110;12,79
DI x pré;779;1141;12,81
DI x pré;788;1155;12,82
DI x pré;799;1170;12,83
DI x pré;818;1198;12,85
DI x pré;820;1200;12,85
DI x pré;851;1246;12,87
DI x pré;873;1276;12,89
DI x pré;883;1290;12,90
DI x pré;915;1337;12,92
DI x pré;946;1383;12,95
DI x pré;976;1430;12,97
DI x pré;984;1442;12,98
DI x pré;1008;1474;12,99
DI x pré;1037;1519;13,01
DI x pré;1067;1563;13,04
DI x pré;1099;1610;13,07
DI x pré;1132;1655;13,08
DI x pré;1156;1689;13,10
DI x pré;1165;1702;13,10
DI x pré;1198;1750;13,12
DI x pré;1219;1780;13,14
DI x pré;1228;1795;13,15
DI x pré;1231;1800;13,15
DI x pré;1260;1841;13,17
DI x pré;1280;1871;13,18
DI x pré;1289;1884;13,18
DI x pré;1318;1928;13,20
DI x pré;1330;1946;13,20
DI x pré;1341;1962;13,21
DI x pré;1350;1975;13,22
DI x pré;1383;2020;13,23
DI x pré;1394;2037;13,24
DI x pré;1406;2053;13,24
DI x pré;1416;2067;13,25
DI x pré;1449;2114;13,27
DI x pré;1480;2160;13,29
DI x pré;1509;2205;13,30
DI x pré;1572;2296;13,32
DI x pré;1636;2387;13,34
DI x pré;1698;2479;13,35
DI x pré;1727;2520;13,36
DI x pré;1732;2527;13,36
DI x pré;1763;2570;13,37
DI x pré;1823;2660;13,38
DI x pré;1887;2751;13,39
DI x pré;1950;2844;13,40
DI x pré;1976;2880;13,40
DI x pré;1983;2891;13,40
DI x pré;2015;2935;13,40
DI x pré;2073;3024;13,41
DI x pré;2138;3116;13,41
DI x pré;2201;3209;13,42
DI x pré;2222;3241;13,42
DI x pré;2231;3256;13,42
DI x pré;2261;3300;13,42
DI x pré;2322;3389;13,42
DI x pré;2387;3481;13,42
DI x pré;2450;3574;13,42
DI x pré;2467;3600;13,42
DI x pré;2480;3621;13,42
DI x pré;2512;3665;13,42
DI x pré;2571;3755;13,43
DI x pré;2636;3847;13,43
DI x pré;2702;3941;13,44
DI x pré;2716;3962;13,44
DI x pré;2733;3987;13,44
DI x pré;2764;4034;13,43
DI x pré;2823;4120;13,42
DI x pré;2888;4214;13,41
DI x pré;2950;4305;13,40
DI x pré;2960;4320;13,40
DI x pré;2982;4354;13,40
DI x pré;3012;4396;13,39
DI x pré;3073;4487;13,39
DI x pré;3137;4578;13,39
DI x pré;3199;4670;13,38
DI x pré;3207;4680;13,38
DI x pré;3233;4718;13,38
DI x pré;3264;4761;13,38
DI x pré;3324;4851;13,37
DI x pré;3388;4942;13,37
DI x pré;3451;5035;13,36
DI x pré;3454;5040;13,36
DI x pré;3484;5082;13,36
DI x pré;3514;5126;13,36
DI x pré;3576;5216;13,36
DI x pré;3641;5308;13,37
DI x pré;3704;5401;13,37
DI x pré;3734;5448;13,37
DI x pré;3766;5492;13,37
DI x pré;3824;5580;13,37
DI x pré;3825;5581;13,37
DI x pré;3890;5673;13,37
DI x pré;3956;5768;13,37
DI x pré;4018;5861;13,38
DI x pré;4076;5946;13,38
DI x pré;4141;6038;13,38
DI x pré;4207;6132;13,38
DI x pré;4267;6223;13,38
DI x pré;4328;6311;13,38
DI x pré;4393;6405;13,38
DI x pré;4455;6496;13,38
DI x pré;4517;6587;13,39
DI x pré;4578;6678;13,39
DI x pré;4642;6769;13,39
DI x pré;4705;6862;13,39
DI x pré;4770;6953;13,39
DI x pré;4828;7042;13,39
DI x pré;4893;7134;13,39
DI x pré;4939;7200;13,39
DI x pré;5016;7318;13,39
DI x pré;5142;7499;13,40
DI x pré;5267;7683;13,40
DI x pré;5391;7864;13,40
DI x pré;5519;8052;13,40
DI x pré;5643;8232;13,40
DI x pré;5767;8414;13,40
DI x pré;5892;8596;13,40
DI x pré;6019;8779;13,41
DI x pré;6143;8960;13,41
DI x pré;6172;9002;13,41
DI x pré;7332;10696;13,42
DI x pré;7406;10801;13,42
DI x pré;8649;12614;13,42
