Descrição da Taxa;Dias Úteis;Dias Corridos;Preço/Taxa
DI x pré;399;582;13,77
DI x pré;409;596;13,76
DI x pré;412;601;13,76
DI x pré;422;615;13,74
DI x pré;433;630;13,73
DI x pré;453;658;13,71
DI x pré;454;659;13,71
DI x pré;455;660;13,71
DI x pré;472;687;13,70
DI x pré;475;692;13,69
DI x pré;485;706;13,69
DI x pré;492;715;13,68
DI x pré;494;720;13,68
DI x pré;512;748;13,67
DI x pré;514;750;13,66
DI x pré;525;765;13,66
DI x pré;534;778;13,65
DI x pré;535;780;13,65
DI x pré;538;785;13,65
DI x pré;546;797;13,64
DI x pré;556;811;13,64
DI x pré;577;840;13,63
DI x pré;590;857;13,63
DI x pré;598;870;13,62
DI x pré;602;876;13,62
DI x pré;610;888;13,62
DI x pré;619;902;13,61
DI x pré;631;918;13,61
DI x pré;638;930;13,60
DI x pré;640;933;13,60
DI x pré;650;948;13,60
DI x pré;658;960;13,60
DI x pré;670;980;13,60
DI x pré;678;990;13,60
DI x pré;699;1023;13,60
DI x pré;700;1024;13,60
DI x pré;718;1050;13,59
DI x pré;731;1070;13,59
DI x pré;739;1080;13,60
DI x pré;760;1112;13,60
DI x pré;761;1113;13,60
DI x pré;779;1140;13,60
DI x pré;794;1161;13,60
DI x pré;801;1170;13,60
DI x pré;816;1191;13,60
DI x pré;823;1200;13,60
DI x pré;826;1205;13,60
DI x pré;858;1252;13,60
DI x pré;880;1283;13,60
DI x pré;889;1298;13,60
DI x pré;899;1315;13,60
DI x pré;919;1345;13,59
DI x pré;951;1389;13,59
DI x pré;980;1434;13,58
DI x pré;985;1441;13,58
DI x pré;1010;1478;13,59
DI x pré;1042;1525;13,59
DI x pré;1075;1570;13,59
DI x pré;1099;1604;13,59
DI x pré;1108;1617;13,59
DI x pré;1141;1665;13,59
DI x pré;1162;1695;13,60
DI x pré;1171;1710;13,60
DI x pré;1203;1756;13,60
DI x pré;1223;1786;13,60
DI x pré;1232;1799;13,60
DI x pré;1233;1800;13,60
DI x pré;1261;1843;13,60
DI x pré;1273;1861;13,60
DI x pré;1284;1877;13,61
DI x pré;1293;1890;13,61
DI x pré;1326;1935;13,61
DI x pré;1337;1952;13,61
DI x pré;1349;1968;13,62
DI x pré;1359;1982;13,62
DI x pré;1392;2029;13,63
DI x pré;1423;2075;13,64
DI x pré;1452;2120;13,64
DI x pré;1481;2162;13,64
DI x pré;1515;2211;13,64
DI x pré;1579;2302;13,64
DI x pré;1641;2394;13,64
DI x pré;1675;2442;13,64
DI x pré;1706;2485;13,64
DI x pré;1729;2520;13,64
DI x pré;1766;2575;13,64
DI x pré;1830;2666;13,64
DI x pré;1893;2759;13,64
DI x pré;1926;2806;13,64
DI x pré;1958;2850;13,64
DI x pré;1978;2880;13,64
DI x pré;2016;2939;13,64
DI x pré;2081;3031;13,63
DI x pré;2144;3124;13,63
DI x pré;2174;3171;13,63
DI x pré;2204;3215;13,63
DI x pré;2221;3240;13,63
DI x pré;2265;3304;13,62
DI x pré;2330;3396;13,62
DI x pré;2393;3489;13,61
DI x pré;2423;3536;13,61
DI x pré;2455;3580;13,61
DI x pré;2467;3600;13,62
DI x pré;2514;3670;13,62
DI x pré;2579;3762;13,63
DI x pré;2645;3856;13,63
DI x pré;2676;3902;13,64
DI x pré;2707;3949;13,63
DI x pré;2715;3961;13,63
DI x pré;2766;4035;13,63
DI x pré;2831;4129;13,63
DI x pré;2893;4220;13,62
DI x pré;2925;4269;13,62
DI x pré;2955;4311;13,62
DI x pré;2962;4320;13,62
DI x pré;3016;4402;13,62
DI x pré;3080;4493;13,61
DI x pré;3142;4585;13,61
DI x pré;3176;4633;13,60
DI x pré;3207;4676;13,60
DI x pré;3211;4684;13,60
DI x pré;3267;4766;13,60
DI x pré;3331;4857;13,59
DI x pré;3394;4950;13,59
DI x pré;3427;4997;13,59
DI x pré;3457;5041;13,59
DI x pré;3519;5131;13,59
DI x pré;3584;5223;13,59
DI x pré;3647;5316;13,59
DI x pré;3677;5363;13,59
DI x pré;3704;5400;13,60
DI x pré;3709;5407;13,60
DI x pré;3768;5496;13,60
DI x pré;3827;5580;13,60
DI x pré;3833;5588;13,60
DI x pré;3899;5683;13,60
DI x pré;3961;5776;13,60
DI x pré;4019;5861;13,60
DI x pré;4084;5953;13,60
DI x pré;4150;6047;13,61
DI x pré;4210;6138;13,61
DI x pré;4271;6226;13,61
DI x pré;4336;6320;13,61
DI x pré;4398;6411;13,61
DI x pré;4460;6502;13,61
DI x pré;4521;6593;13,61
DI x pré;4585;6684;13,61
DI x pré;4648;6777;13,61
DI x pré;4713;6868;13,62
DI x pré;4771;6957;13,62
DI x pré;4836;7049;13,62
DI x pré;4938;7202;13,62
DI x pré;4959;7233;13,62
DI x pré;5085;7414;13,62
DI x pré;5210;7598;13,62
DI x pré;5334;7779;13,62
DI x pré;5462;7967;13,63
DI x pré;5586;8147;13,63
DI x pré;5710;8329;13,63
DI x pré;5835;8511;13,63
DI x pré;5962;8694;13,63
DI x pré;6086;8875;13,63
DI x pré;6172;9001;13,63
DI x pré;7275;10611;13,64
DI x pré;7405;10800;13,64
DI x pré;8592;12529;13,65
