Descrição da Taxa;Dias Úteis;Dias Corridos;Preço/Taxa
DI x pré;630;920;14,12
DI x pré;638;931;14,12
DI x pré;651;950;14,11
DI x pré;658;962;14,11
DI x pré;660;965;14,11
DI x pré;670;980;14,11
DI x pré;676;990;14,11
DI x pré;690;1012;14,11
DI x pré;696;1020;14,11
DI x pré;718;1050;14,11
DI x pré;720;1056;14,11
DI x pré;737;1081;14,11
DI x pré;751;1102;14,11
DI x pré;757;1110;14,12
DI x pré;778;1140;14,12
DI x pré;781;1145;14,12
DI x pré;799;1172;14,12
DI x pré;814;1193;14,12
DI x pré;819;1200;14,12
DI x pré;836;1223;14,13
DI x pré;846;1237;14,13
DI x pré;878;1284;14,13
DI x pré;900;1315;14,13
DI x pré;909;1330;14,13
DI x pré;919;1347;14,13
DI x pré;939;1377;14,13
DI x pré;971;1421;14,13
DI x pré;982;1440;14,13
DI x pré;1000;1466;14,13
DI x pré;1030;1510;14,13
DI x pré;1062;1557;14,13
DI x pré;1095;1602;14,14
DI x pré;1119;1636;14,14
DI x pré;1128;1649;14,14
DI x pré;1161;1697;14,15
DI x pré;1182;1727;14,16
DI x pré;1191;1742;14,16
DI x pré;1223;1788;14,16
DI x pré;1231;1802;14,16
DI x pré;1243;1818;14,16
DI x pré;1252;1831;14,16
DI x pré;1281;1875;14,17
DI x pré;1293;1893;14,17
DI x pré;1304;1909;14,17
DI x pré;1313;1922;14,17
DI x pré;1346;1967;14,18
DI x pré;1357;1984;14,18
DI x pré;1369;2000;14,18
DI x pré;1379;2014;14,18
DI x pré;1412;2061;14,19
DI x pré;1443;2107;14,20
DI x pré;1472;2152;14,20
DI x pré;1478;2160;14,20
DI x pré;1535;2243;14,20
DI x pré;1599;2334;14,19
DI x pré;1661;2426;14,19
DI x pré;1695;2474;14,19
DI x pré;1726;2517;14,19
DI x pré;1729;2520;14,19
DI x pré;1786;2607;14,19
DI x pré;1850;2698;14,19
DI x pré;1913;2791;14,19
DI x pré;1946;2838;14,19
DI x pré;1976;2880;14,19
DI x pré;1978;2882;14,19
DI x pré;2036;2971;14,18
DI x pré;2101;3063;14,17
DI x pré;2164;3156;14,17
DI x pré;2194;3203;14,16
DI x pré;2219;3240;14,16
DI x pré;2224;3247;14,16
DI x pré;2285;3336;14,15
DI x pré;2350;3428;14,15
DI x pré;2413;3521;14,14
DI x pré;2443;3568;14,14
DI x pré;2466;3601;14,14
DI x pré;2475;3612;14,14
DI x pré;2534;3702;14,14
DI x pré;2599;3794;14,15
DI x pré;2665;3888;14,15
DI x pré;2696;3934;14,15
DI x pré;2714;3960;14,15
DI x pré;2727;3981;14,15
DI x pré;2786;4067;14,14
DI x pré;2851;4161;14,13
DI x pré;2913;4252;14,11
DI x pré;2945;4301;14,11
DI x pré;2960;4322;14,11
DI x pré;2975;4343;14,11
DI x pré;3036;4434;14,10
DI x pré;3100;4525;14,10
DI x pré;3162;4617;14,09
DI x pré;3196;4665;14,09
DI x pré;3207;4680;14,09
DI x pré;3227;4708;14,09
DI x pré;3287;4798;14,09
DI x pré;3351;4889;14,08
DI x pré;3414;4982;14,08
DI x pré;3447;5029;14,07
DI x pré;3456;5040;14,07
DI x pré;3477;5073;14,08
DI x pré;3539;5163;14,08
DI x pré;3604;5255;14,08
DI x pré;3667;5348;14,08
DI x pré;3697;5395;14,08
DI x pré;3700;5400;14,08
DI x pré;3729;5439;14,08
DI x pré;3788;5528;14,08
DI x pré;3825;5582;14,08
DI x pré;3853;5620;14,09
DI x pré;3919;5715;14,09
DI x pré;3981;5808;14,09
DI x pré;4039;5893;14,09
DI x pré;4104;5985;14,09
DI x pré;4170;6079;14,09
DI x pré;4230;6170;14,09
DI x pré;4291;6258;14,09
DI x pré;4356;6352;14,10
DI x pré;4418;6443;14,10
DI x pré;4480;6534;14,10
DI x pré;4541;6625;14,10
DI x pré;4605;6716;14,10
DI x pré;4668;6809;14,10
DI x pré;4733;6900;14,10
DI x pré;4791;6989;14,10
DI x pré;4856;7081;14,10
DI x pré;4936;7200;14,11
DI x pré;4979;7265;14,11
DI x pré;5105;7446;14,11
DI x pré;5230;7630;14,11
DI x pré;5354;7811;14,11
DI x pré;5482;7999;14,11
DI x pré;5606;8179;14,11
DI x pré;5730;8361;14,12
DI x pré;5855;8543;14,12
DI x pré;5982;8726;14,12
DI x pré;6106;8907;14,12
DI x pré;6169;9000;14,12
DI x pré;7295;10643;14,13
DI x pré;7405;10800;14,13
DI x pré;8612;12561;14,14
