Descrição da Taxa;Dias Úteis;Dias Corridos;Preço/Taxa
DI x pré;1492;2177;14,59
DI x pré;1554;2269;14,60
DI x pré;1588;2317;14,60
DI x pré;1619;2360;14,60
DI x pré;1679;2450;14,60
DI x pré;1728;2520;14,59
DI x pré;1743;2541;14,59
DI x pré;1806;2634;14,59
DI x pré;1839;2681;14,59
DI x pré;1871;2725;14,59
DI x pré;1929;2814;14,59
DI x pré;1976;2880;14,59
DI x pré;1994;2906;14,59
DI x pré;2057;2999;14,59
DI x pré;2087;3046;14,59
DI x pré;2117;3090;14,59
DI x pré;2178;3179;14,58
DI x pré;2221;3241;14,58
DI x pré;2243;3271;14,58
DI x pré;2306;3364;14,57
DI x pré;2336;3411;14,57
DI x pré;2368;3455;14,57
DI x pré;2427;3545;14,57
DI x pré;2465;3600;14,57
DI x pré;2492;3637;14,58
DI x pré;2558;3731;14,58
DI x pré;2589;3777;14,58
DI x pré;2620;3824;14,58
DI x pré;2679;3910;14,58
DI x pré;2714;3962;14,58
DI x pré;2744;4004;14,58
DI x pré;2806;4095;14,58
DI x pré;2838;4144;14,58
DI x pré;2868;4186;14,57
DI x pré;2929;4277;14,57
DI x pré;2959;4320;14,56
DI x pré;2993;4368;14,56
DI x pré;3055;4460;14,55
DI x pré;3089;4508;14,55
DI x pré;3120;4551;14,55
DI x pré;3180;4641;14,54
DI x pré;3208;4680;14,54
DI x pré;3244;4732;14,54
DI x pré;3307;4825;14,54
DI x pré;3340;4872;14,53
DI x pré;3370;4916;14,53
DI x pré;3432;5006;14,53
DI x pré;3455;5040;14,53
DI x pré;3497;5098;14,53
DI x pré;3560;5191;14,53
DI x pré;3590;5238;14,52
DI x pré;3622;5282;14,52
DI x pré;3681;5371;14,52
DI x pré;3702;5400;14,52
DI x pré;3746;5463;14,52
DI x pré;3812;5558;14,52
DI x pré;3827;5580;14,52
DI x pré;3874;5651;14,52
DI x pré;3932;5736;14,51
DI x pré;3997;5828;14,51
DI x pré;4063;5922;14,51
DI x pré;4123;6013;14,51
DI x pré;4184;6101;14,51
DI x pré;4249;6195;14,51
DI x pré;4311;6286;14,50
DI x pré;4373;6377;14,50
DI x pré;4434;6468;14,50
DI x pré;4498;6559;14,50
DI x pré;4561;6652;14,50
DI x pré;4626;6743;14,50
DI x pré;4684;6832;14,50
DI x pré;4749;6924;14,50
DI x pré;4872;7108;14,49
DI x pré;4936;7200;14,49
DI x pré;4998;7289;14,49
DI x pré;5123;7473;14,49
DI x pré;5247;7654;14,49
DI x pré;5375;7842;14,48
DI x pré;5499;8022;14,48
DI x pré;5623;8204;14,48
DI x pré;5748;8386;14,48
DI x pré;5875;8569;14,48
DI x pré;5999;8750;14,48
DI x pré;6171;9002;14,47
DI x pré;7188;10486;14,46
DI x pré;7406;10801;14,46
DI x pré;8505;12404;14,46
