Descrição da Taxa;Dias Úteis;Dias Corridos;Preço/Taxa
DI x pré;235;347;13,95
DI x pré;245;361;13,93
DI x pré;249;365;13,92
DI x pré;250;368;13,92
DI x pré;256;377;13,90
DI x pré;257;378;13,90
DI x pré;265;390;13,88
DI x pré;266;391;13,88
DI x pré;268;393;13,87
DI x pré;276;406;13,85
DI x pré;286;420;13,83
DI x pré;288;424;13,83
DI x pré;307;452;13,79
DI x pré;309;454;13,79
DI x pré;320;469;13,77
DI x pré;327;480;13,75
DI x pré;330;483;13,75
DI x pré;342;501;13,73
DI x pré;349;510;13,72
DI x pré;352;515;13,72
DI x pré;354;517;13,71
DI x pré;370;540;13,70
DI x pré;373;545;13,69
DI x pré;378;552;13,69
DI x pré;385;561;13,68
DI x pré;391;571;13,67
DI x pré;392;573;13,67
DI x pré;405;592;13,65
DI x pré;410;600;13,64
DI x pré;414;607;13,63
DI x pré;425;622;13,61
DI x pré;431;630;13,60
DI x pré;435;636;13,60
DI x pré;448;655;13,58
DI x pré;453;662;13,58
DI x pré;473;690;13,58
DI x pré;479;698;13,58
DI x pré;480;699;13,58
DI x pré;493;720;13,58
DI x pré;498;727;13,58
DI x pré;511;746;13,57
DI x pré;515;750;13,57
DI x pré;518;755;13,57
DI x pré;533;781;13,57
DI x pré;538;788;13,57
DI x pré;551;805;13,57
DI x pré;554;810;13,57
DI x pré;564;825;13,57
DI x pré;572;837;13,57
DI x pré;575;840;13,57
DI x pré;597;872;13,57
DI x pré;603;880;13,57
DI x pré;616;897;13,57
DI x pré;617;900;13,57
DI x pré;628;916;13,57
DI x pré;636;928;13,56
DI x pré;638;930;13,56
DI x pré;657;958;13,56
DI x pré;658;960;13,56
DI x pré;666;973;13,57
DI x pré;676;988;13,57
DI x pré;677;991;13,57
DI x pré;696;1020;13,59
DI x pré;718;1050;13,61
DI x pré;726;1064;13,62
DI x pré;738;1082;13,63
DI x pré;757;1110;13,66
DI x pré;778;1140;13,65
DI x pré;787;1153;13,65
DI x pré;799;1170;13,65
DI x pré;820;1201;13,64
DI x pré;842;1231;13,65
DI x pré;852;1245;13,66
DI x pré;884;1292;13,67
DI x pré;906;1323;13,68
DI x pré;915;1338;13,68
DI x pré;925;1355;13,68
DI x pré;945;1385;13,69
DI x pré;977;1429;13,70
DI x pré;984;1440;13,70
DI x pré;1006;1474;13,71
DI x pré;1036;1518;13,72
DI x pré;1068;1565;13,73
DI x pré;1101;1610;13,74
DI x pré;1125;1644;13,74
DI x pré;1134;1657;13,74
DI x pré;1167;1705;13,76
DI x pré;1188;1735;13,76
DI x pré;1197;1750;13,77
DI x pré;1229;1796;13,77
DI x pré;1233;1800;13,77
DI x pré;1249;1826;13,77
DI x pré;1258;1839;13,77
DI x pré;1287;1883;13,78
DI x pré;1299;1901;13,78
DI x pré;1310;1917;13,78
DI x pré;1319;1930;13,78
DI x pré;1352;1975;13,79
DI x pré;1363;1992;13,79
DI x pré;1375;2008;13,79
DI x pré;1385;2022;13,80
DI x pré;1418;2069;13,81
DI x pré;1449;2115;13,82
DI x pré;1478;2160;13,82
DI x pré;1541;2251;13,82
DI x pré;1605;2342;13,83
DI x pré;1667;2434;13,83
DI x pré;1701;2482;13,83
DI x pré;1729;2520;13,83
DI x pré;1732;2525;13,83
DI x pré;1792;2615;13,84
DI x pré;1856;2706;13,84
DI x pré;1919;2799;13,84
DI x pré;1952;2846;13,84
DI x pré;1977;2881;13,84
DI x pré;1984;2890;13,83
DI x pré;2042;2979;13,83
DI x pré;2107;3071;13,83
DI x pré;2170;3164;13,82
DI x pré;2200;3211;13,82
DI x pré;2221;3240;13,82
DI x pré;2230;3255;13,82
DI x pré;2291;3344;13,81
DI x pré;2356;3436;13,81
DI x pré;2419;3529;13,80
DI x pré;2449;3576;13,80
DI x pré;2467;3602;13,80
DI x pré;2481;3620;13,80
DI x pré;2540;3710;13,81
DI x pré;2605;3802;13,82
DI x pré;2671;3896;13,83
DI x pré;2702;3942;13,83
DI x pré;2714;3960;13,83
DI x pré;2733;3989;13,83
DI x pré;2792;4075;13,82
DI x pré;2857;4169;13,81
DI x pré;2919;4260;13,80
DI x pré;2951;4309;13,80
DI x pré;2960;4320;13,80
DI x pré;2981;4351;13,80
DI x pré;3042;4442;13,79
DI x pré;3106;4533;13,79
DI x pré;3168;4625;13,78
DI x pré;3202;4673;13,78
DI x pré;3207;4680;13,78
DI x pré;3233;4716;13,78
DI x pré;3293;4806;13,77
DI x pré;3357;4897;13,77
DI x pré;3420;4990;13,76
DI x pré;3453;5037;13,76
DI x pré;3456;5040;13,76
DI x pré;3483;5081;13,76
DI x pré;3545;5171;13,77
DI x pré;3610;5263;13,77
DI x pré;3673;5356;13,77
DI x pré;3702;5401;13,77
DI x pré;3703;5403;13,77
DI x pré;3735;5447;13,77
DI x pré;3794;5536;13,77
DI x pré;3825;5580;13,77
DI x pré;3859;5628;13,77
DI x pré;3925;5723;13,77
DI x pré;3987;5816;13,78
DI x pré;4045;5901;13,78
DI x pré;4110;5993;13,78
DI x pré;4176;6087;13,78
DI x pré;4236;6178;13,78
DI x pré;4297;6266;13,78
DI x pré;4362;6360;13,78
DI x pré;4424;6451;13,79
DI x pré;4486;6542;13,79
DI x pré;4547;6633;13,79
DI x pré;4611;6724;13,79
DI x pré;4674;6817;13,79
DI x pré;4739;6908;13,79
DI x pré;4797;6997;13,79
DI x pré;4862;7089;13,79
DI x pré;4936;7200;13,79
DI x pré;4985;7273;13,79
DI x pré;5111;7454;13,80
DI x pré;5236;7638;13,80
DI x pré;5360;7819;13,80
DI x pré;5488;8007;13,80
DI x pré;5612;8187;13,80
DI x pré;5736;8369;13,80
DI x pré;5861;8551;13,81
DI x pré;5988;8734;13,81
DI x pré;6112;8915;13,81
DI x pré;6170;9000;13,81
DI x pré;7301;10651;13,82
DI x pré;7405;10800;13,82
DI x pré;8618;12569;13,82
