Descrição da Taxa;Dias Úteis;Dias Corridos;Preço/Taxa
DI x pré;204;301;13,80
DI x pré;205;302;13,80
DI x pré;216;317;13,80
DI x pré;218;319;13,80
DI x pré;225;330;13,80
DI x pré;227;332;13,80
DI x pré;237;346;13,80
DI x pré;247;360;13,80
DI x pré;249;364;13,80
DI x pré;258;375;13,80
DI x pré;259;378;13,80
DI x pré;261;380;13,80
DI x pré;269;392;13,80
DI x pré;280;408;13,80
DI x pré;285;415;13,80
DI x pré;288;420;13,80
DI x pré;292;424;13,80
DI x pré;299;436;13,80
DI x pré;309;450;13,79
DI x pré;312;455;13,79
DI x pré;321;470;13,79
DI x pré;329;480;13,79
DI x pré;332;485;13,79
DI x pré;342;499;13,79
DI x pré;350;511;13,79
DI x pré;353;514;13,79
DI x pré;355;518;13,80
DI x pré;371;540;13,80
DI x pré;375;546;13,81
DI x pré;386;561;13,81
DI x pré;387;562;13,81
DI x pré;393;570;13,82
DI x pré;405;590;13,82
DI x pré;413;602;13,83
DI x pré;418;609;13,83
DI x pré;425;618;13,83
DI x pré;431;630;13,84
DI x pré;445;651;13,85
DI x pré;452;660;13,86
DI x pré;458;668;13,86
DI x pré;467;681;13,87
DI x pré;471;688;13,87
DI x pré;473;690;13,87
DI x pré;479;700;13,88
DI x pré;494;721;13,89
DI x pré;510;743;13,90
DI x pré;515;750;13,91
DI x pré;523;760;13,92
DI x pré;535;779;13,93
DI x pré;536;780;13,93
DI x pré;543;791;13,93
DI x pré;557;812;13,94
DI x pré;564;821;13,95
DI x pré;573;836;13,96
DI x pré;575;841;13,96
DI x pré;583;851;13,96
DI x pré;596;870;13,97
DI x pré;603;883;13,97
DI x pré;616;900;13,99
DI x pré;633;927;14,00
DI x pré;635;931;14,00
DI x pré;656;960;14,02
DI x pré;664;973;14,03
DI x pré;677;990;14,04
DI x pré;694;1016;14,05
DI x pré;698;1022;14,05
DI x pré;717;1050;14,06
DI x pré;727;1064;14,07
DI x pré;739;1080;14,07
DI x pré;749;1094;14,07
DI x pré;759;1108;14,08
DI x pré;761;1110;14,08
DI x pré;781;1141;14,08
DI x pré;791;1155;14,09
DI x pré;801;1170;14,09
DI x pré;813;1186;14,09
DI x pré;822;1201;14,10
DI x pré;832;1218;14,10
DI x pré;852;1248;14,11
DI x pré;884;1292;14,12
DI x pré;913;1337;14,13
DI x pré;943;1381;14,14
DI x pré;975;1428;14,15
DI x pré;985;1442;14,16
DI x pré;1008;1473;14,16
DI x pré;1032;1507;14,17
DI x pré;1041;1520;14,17
DI x pré;1074;1568;14,18
DI x pré;1095;1598;14,19
DI x pré;1104;1613;14,20
DI x pré;1136;1659;14,20
DI x pré;1156;1689;14,21
DI x pré;1165;1702;14,21
DI x pré;1194;1746;14,22
DI x pré;1206;1764;14,23
DI x pré;1217;1780;14,23
DI x pré;1226;1793;14,24
DI x pré;1231;1800;14,24
DI x pré;1259;1838;14,25
DI x pré;1270;1855;14,25
DI x pré;1282;1871;14,26
DI x pré;1292;1885;14,26
DI x pré;1325;1932;14,28
DI x pré;1356;1978;14,30
DI x pré;1385;2023;14,31
DI x pré;1448;2114;14,33
DI x pré;1481;2160;14,33
DI x pré;1512;2205;14,34
DI x pré;1574;2297;14,36
DI x pré;1608;2345;14,36
DI x pré;1639;2388;14,37
DI x pré;1699;2478;14,37
DI x pré;1728;2520;14,38
DI x pré;1763;2569;14,38
DI x pré;1826;2662;14,39
DI x pré;1859;2709;14,39
DI x pré;1891;2753;14,40
DI x pré;1949;2842;14,40
DI x pré;1976;2880;14,41
DI x pré;2014;2934;14,41
DI x pré;2077;3027;14,42
DI x pré;2107;3074;14,42
DI x pré;2137;3118;14,42
DI x pré;2198;3207;14,43
DI x pré;2221;3241;14,43
DI x pré;2263;3299;14,43
DI x pré;2326;3392;14,43
DI x pré;2356;3439;14,43
DI x pré;2388;3483;14,43
DI x pré;2447;3573;14,44
DI x pré;2466;3600;14,44
DI x pré;2512;3665;14,44
DI x pré;2578;3759;14,45
DI x pré;2609;3805;14,45
DI x pré;2640;3852;14,45
DI x pré;2699;3938;14,45
DI x pré;2714;3962;14,45
DI x pré;2764;4032;14,45
DI x pré;2826;4123;14,45
DI x pré;2858;4172;14,45
DI x pré;2888;4214;14,45
DI x pré;2949;4305;14,44
DI x pré;2960;4320;14,44
DI x pré;3013;4396;14,44
DI x pré;3075;4488;14,43
DI x pré;3109;4536;14,42
DI x pré;3140;4579;14,42
DI x pré;3200;4669;14,42
DI x pré;3209;4680;14,42
DI x pré;3264;4760;14,42
DI x pré;3327;4853;14,41
DI x pré;3360;4900;14,41
DI x pré;3390;4944;14,41
DI x pré;3452;5034;14,41
DI x pré;3456;5040;14,41
DI x pré;3517;5126;14,40
DI x pré;3580;5219;14,40
DI x pré;3610;5266;14,40
DI x pré;3642;5310;14,40
DI x pré;3701;5399;14,40
DI x pré;3702;5400;14,40
DI x pré;3766;5491;14,40
DI x pré;3829;5580;14,39
DI x pré;3832;5586;14,39
DI x pré;3894;5679;14,39
DI x pré;3952;5764;14,39
DI x pré;4017;5856;14,39
DI x pré;4083;5950;14,39
DI x pré;4143;6041;14,39
DI x pré;4204;6129;14,38
DI x pré;4269;6223;14,38
DI x pré;4331;6314;14,38
DI x pré;4393;6405;14,38
DI x pré;4454;6496;14,38
DI x pré;4518;6587;14,38
DI x pré;4581;6680;14,38
DI x pré;4646;6771;14,37
DI x pré;4704;6860;14,37
DI x pré;4769;6952;14,37
DI x pré;4892;7136;14,37
DI x pré;4937;7200;14,37
DI x pré;5018;7317;14,37
DI x pré;5143;7501;14,37
DI x pré;5267;7682;14,36
DI x pré;5395;7870;14,36
DI x pré;5519;8050;14,36
DI x pré;5643;8232;14,36
DI x pré;5768;8414;14,36
DI x pré;5895;8597;14,35
DI x pré;6019;8778;14,35
DI x pré;6173;9002;14,35
DI x pré;7208;10514;14,34
DI x pré;7406;10801;14,34
DI x pré;8525;12432;14,33
