Descrição da Taxa;Dias Úteis;Dias Corridos;Preço/Taxa
DI x pré;309;451;14,18
DI x pré;313;455;14,18
DI x pré;314;458;14,18
DI x pré;316;460;14,18
DI x pré;330;481;14,18
DI x pré;335;488;14,18
DI x pré;340;495;14,18
DI x pré;347;504;14,18
DI x pré;351;510;14,18
DI x pré;354;516;14,17
DI x pré;367;535;14,16
DI x pré;371;542;14,16
DI x pré;376;550;14,15
DI x pré;387;565;14,14
DI x pré;390;570;14,14
DI x pré;397;579;14,14
DI x pré;410;598;14,13
DI x pré;412;600;14,13
DI x pré;434;630;14,13
DI x pré;441;641;14,13
DI x pré;442;642;14,13
DI x pré;453;661;14,13
DI x pré;460;670;14,13
DI x pré;473;689;14,13
DI x pré;474;690;14,13
DI x pré;480;698;14,13
DI x pré;493;720;14,13
DI x pré;500;731;14,13
DI x pré;513;748;14,13
DI x pré;515;752;14,13
DI x pré;522;761;14,13
DI x pré;526;768;14,13
DI x pré;534;780;14,13
DI x pré;556;810;14,14
DI x pré;565;823;14,14
DI x pré;578;840;14,14
DI x pré;590;859;14,15
DI x pré;598;871;14,15
DI x pré;618;900;14,15
DI x pré;619;901;14,15
DI x pré;628;916;14,15
DI x pré;637;930;14,15
DI x pré;638;931;14,15
DI x pré;658;963;14,16
DI x pré;677;990;14,17
DI x pré;688;1007;14,17
DI x pré;697;1020;14,18
DI x pré;719;1053;14,19
DI x pré;739;1081;14,19
DI x pré;749;1096;14,20
DI x pré;759;1110;14,20
DI x pré;780;1140;14,21
DI x pré;782;1144;14,21
DI x pré;802;1172;14,21
DI x pré;804;1174;14,21
DI x pré;814;1188;14,22
DI x pré;822;1200;14,22
DI x pré;846;1235;14,22
DI x pré;868;1266;14,22
DI x pré;877;1281;14,22
DI x pré;887;1298;14,23
DI x pré;907;1328;14,23
DI x pré;939;1372;14,23
DI x pré;968;1417;14,23
DI x pré;984;1440;14,24
DI x pré;998;1461;14,24
DI x pré;1030;1508;14,25
DI x pré;1063;1553;14,25
DI x pré;1087;1587;14,24
DI x pré;1096;1600;14,24
DI x pré;1129;1648;14,25
DI x pré;1150;1678;14,25
DI x pré;1159;1693;14,25
DI x pré;1191;1739;14,26
DI x pré;1211;1769;14,26
DI x pré;1220;1782;14,26
DI x pré;1233;1803;14,26
DI x pré;1249;1826;14,26
DI x pré;1261;1844;14,26
DI x pré;1272;1860;14,26
DI x pré;1281;1873;14,26
DI x pré;1314;1918;14,26
DI x pré;1325;1935;14,26
DI x pré;1337;1951;14,26
DI x pré;1347;1965;14,27
DI x pré;1380;2012;14,27
DI x pré;1411;2058;14,28
DI x pré;1440;2103;14,28
DI x pré;1480;2160;14,29
DI x pré;1503;2194;14,29
DI x pré;1567;2285;14,29
DI x pré;1629;2377;14,30
DI x pré;1663;2425;14,30
DI x pré;1694;2468;14,30
DI x pré;1730;2520;14,30
DI x pré;1754;2558;14,30
DI x pré;1818;2649;14,30
DI x pré;1881;2742;14,30
DI x pré;1914;2789;14,30
DI x pré;1946;2833;14,30
DI x pré;1977;2880;14,29
DI x pré;2004;2922;14,29
DI x pré;2069;3014;14,29
DI x pré;2132;3107;14,28
DI x pré;2162;3154;14,28
DI x pré;2192;3198;14,28
DI x pré;2221;3240;14,28
DI x pré;2253;3287;14,27
DI x pré;2318;3379;14,27
DI x pré;2381;3472;14,26
DI x pré;2411;3519;14,26
DI x pré;2443;3563;14,26
DI x pré;2467;3601;14,26
DI x pré;2502;3653;14,27
DI x pré;2567;3745;14,27
DI x pré;2633;3839;14,28
DI x pré;2664;3885;14,28
DI x pré;2695;3932;14,28
DI x pré;2715;3960;14,27
DI x pré;2754;4018;14,27
DI x pré;2819;4112;14,26
DI x pré;2881;4203;14,26
DI x pré;2913;4252;14,26
DI x pré;2943;4294;14,26
DI x pré;2961;4322;14,25
DI x pré;3004;4385;14,25
DI x pré;3068;4476;14,25
DI x pré;3130;4568;14,24
DI x pré;3164;4616;14,24
DI x pré;3195;4659;14,24
DI x pré;3208;4680;14,24
DI x pré;3255;4749;14,23
DI x pré;3319;4840;14,23
DI x pré;3382;4933;14,22
DI x pré;3415;4980;14,22
DI x pré;3445;5024;14,22
DI x pré;3457;5040;14,22
DI x pré;3507;5114;14,23
DI x pré;3572;5206;14,23
DI x pré;3635;5299;14,23
DI x pré;3665;5346;14,23
DI x pré;3697;5390;14,23
DI x pré;3703;5400;14,23
DI x pré;3756;5479;14,23
DI x pré;3821;5571;14,23
DI x pré;3828;5582;14,23
DI x pré;3887;5666;14,23
DI x pré;3949;5759;14,24
DI x pré;4007;5844;14,24
DI x pré;4072;5936;14,24
DI x pré;4138;6030;14,24
DI x pré;4198;6121;14,24
DI x pré;4259;6209;14,24
DI x pré;4324;6303;14,24
DI x pré;4386;6394;14,25
DI x pré;4448;6485;14,25
DI x pré;4509;6576;14,25
DI x pré;4573;6667;14,25
DI x pré;4636;6760;14,25
DI x pré;4701;6851;14,25
DI x pré;4759;6940;14,25
DI x pré;4824;7032;14,25
DI x pré;4937;7200;14,25
DI x pré;4947;7216;14,25
DI x pré;5073;7397;14,26
DI x pré;5198;7581;14,26
DI x pré;5322;7762;14,26
DI x pré;5450;7950;14,26
DI x pré;5574;8130;14,26
DI x pré;5698;8312;14,26
DI x pré;5823;8494;14,26
DI x pré;5950;8677;14,27
DI x pré;6074;8858;14,27
DI x pré;6172;9000;14,27
DI x pré;7263;10594;14,28
DI x pré;7406;10800;14,28
DI x pré;8580;12512;14,28
