Descrição da Taxa;Dias Úteis;Dias Corridos;Preço/Taxa
DI x pré;1401;2044;13,10
DI x pré;1434;2091;13,12
DI x pré;1465;2137;13,14
DI x pré;1481;2161;13,15
DI x pré;1494;2182;13,16
DI x pré;1557;2273;13,18
DI x pré;1621;2364;13,20
DI x pré;1683;2456;13,22
DI x pré;1717;2504;13,23
DI x pré;1729;2520;13,24
DI x pré;1748;2547;13,24
DI x pré;1808;2637;13,25
DI x pré;1872;2728;13,26
DI x pré;1935;2821;13,28
DI x pré;1968;2868;13,28
DI x pré;1978;2882;13,28
DI x pré;2000;2912;13,28
DI x pré;2058;3001;13,29
DI x pré;2123;3093;13,29
DI x pré;2186;3186;13,30
DI x pré;2216;3233;13,30
DI x pré;2221;3240;13,30
DI x pré;2246;3277;13,30
DI x pré;2307;3366;13,30
DI x pré;2372;3458;13,31
DI x pré;2435;3551;13,31
DI x pré;2465;3598;13,31
DI x pré;2467;3600;13,31
DI x pré;2497;3642;13,31
DI x pré;2556;3732;13,32
DI x pré;2621;3824;13,33
DI x pré;2687;3918;13,34
DI x pré;2715;3960;13,35
DI x pré;2718;3964;13,35
DI x pré;2749;4011;13,34
DI x pré;2808;4097;13,34
DI x pré;2873;4191;13,33
DI x pré;2935;4282;13,32
DI x pré;2962;4320;13,32
DI x pré;2967;4331;13,32
DI x pré;2997;4373;13,32
DI x pré;3058;4464;13,31
DI x pré;3122;4555;13,31
DI x pré;3184;4647;13,30
DI x pré;3208;4681;13,30
DI x pré;3218;4695;13,30
DI x pré;3249;4738;13,30
DI x pré;3309;4828;13,30
DI x pré;3373;4919;13,29
DI x pré;3436;5012;13,29
DI x pré;3456;5040;13,29
DI x pré;3469;5059;13,28
DI x pré;3499;5103;13,29
DI x pré;3561;5193;13,29
DI x pré;3626;5285;13,29
DI x pré;3689;5378;13,29
DI x pré;3704;5402;13,29
DI x pré;3719;5425;13,29
DI x pré;3751;5469;13,29
DI x pré;3810;5558;13,29
DI x pré;3826;5580;13,29
DI x pré;3875;5650;13,30
DI x pré;3941;5745;13,30
DI x pré;4003;5838;13,30
DI x pré;4061;5923;13,30
DI x pré;4126;6015;13,30
DI x pré;4192;6109;13,30
DI x pré;4252;6200;13,30
DI x pré;4313;6288;13,30
DI x pré;4378;6382;13,31
DI x pré;4440;6473;13,31
DI x pré;4502;6564;13,31
DI x pré;4563;6655;13,31
DI x pré;4627;6746;13,31
DI x pré;4690;6839;13,31
DI x pré;4755;6930;13,31
DI x pré;4813;7019;13,31
DI x pré;4878;7111;13,31
DI x pré;4939;7201;13,32
DI x pré;5001;7295;13,32
DI x pré;5127;7476;13,32
DI x pré;5252;7660;13,32
DI x pré;5376;7841;13,32
DI x pré;5504;8029;13,32
DI x pré;5628;8209;13,32
DI x pré;5752;8391;13,33
DI x pré;5877;8573;13,33
DI x pré;6004;8756;13,33
DI x pré;6128;8937;13,33
DI x pré;6171;9000;13,33
DI x pré;7317;10673;13,34
DI x pré;7406;10800;13,34
DI x pré;8634;12591;13,35
