Descrição da Taxa;Dias Úteis;Dias Corridos;Preço/Taxa
DI x pré;203;296;14,64
DI x pré;204;297;14,64
DI x pré;206;301;14,65
DI x pré;213;310;14,66
DI x pré;215;312;14,67
DI x pré;222;324;14,68
DI x pré;223;325;14,68
DI x pré;224;326;14,69
DI x pré;225;329;14,69
DI x pré;226;330;14,69
DI x pré;235;343;14,71
DI x pré;238;346;14,72
DI x pré;244;357;14,73
DI x pré;245;358;14,73
DI x pré;247;360;14,73
DI x pré;256;373;14,75
DI x pré;265;386;14,77
DI x pré;267;388;14,77
DI x pré;269;392;14,77
DI x pré;277;402;14,78
DI x pré;289;420;14,79
DI x pré;298;431;14,80
DI x pré;299;434;14,80
DI x pré;301;436;14,81
DI x pré;311;450;14,82
DI x pré;320;464;14,83
DI x pré;325;471;14,84
DI x pré;332;480;14,85
DI x pré;339;492;14,85
DI x pré;352;511;14,85
DI x pré;361;526;14,85
DI x pré;371;540;14,85
DI x pré;372;541;14,85
DI x pré;382;555;14,86
DI x pré;393;570;14,87
DI x pré;395;574;14,87
DI x pré;415;602;14,88
DI x pré;426;617;14,88
DI x pré;427;618;14,88
DI x pré;435;632;14,88
DI x pré;445;646;14,89
DI x pré;455;660;14,89
DI x pré;458;665;14,89
DI x pré;465;674;14,89
DI x pré;475;690;14,90
DI x pré;485;707;14,90
DI x pré;495;721;14,91
DI x pré;498;724;14,91
DI x pré;507;737;14,91
DI x pré;511;744;14,91
DI x pré;515;750;14,92
DI x pré;519;756;14,92
DI x pré;537;780;14,92
DI x pré;550;799;14,93
DI x pré;559;812;14,93
DI x pré;563;816;14,93
DI x pré;575;835;14,93
DI x pré;578;840;14,93
DI x pré;583;847;14,93
DI x pré;599;870;14,92
DI x pré;604;877;14,92
DI x pré;613;892;14,92
DI x pré;618;900;14,92
DI x pré;623;907;14,92
DI x pré;639;932;14,93
DI x pré;643;939;14,93
DI x pré;658;960;14,92
DI x pré;673;983;14,92
DI x pré;678;990;14,91
DI x pré;700;1022;14,91
DI x pré;704;1029;14,91
DI x pré;719;1050;14,91
DI x pré;734;1072;14,91
DI x pré;740;1080;14,90
DI x pré;761;1110;14,90
DI x pré;767;1120;14,90
DI x pré;782;1141;14,90
DI x pré;789;1150;14,90
DI x pré;799;1164;14,89
DI x pré;803;1170;14,89
DI x pré;824;1200;14,88
DI x pré;831;1211;14,88
DI x pré;853;1242;14,87
DI x pré;862;1257;14,87
DI x pré;872;1274;14,86
DI x pré;892;1304;14,86
DI x pré;924;1348;14,85
DI x pré;953;1393;14,84
DI x pré;983;1437;14,83
DI x pré;986;1442;14,83
DI x pré;1015;1484;14,82
DI x pré;1048;1529;14,80
DI x pré;1072;1563;14,79
DI x pré;1081;1576;14,79
DI x pré;1114;1624;14,78
DI x pré;1135;1654;14,78
DI x pré;1144;1669;14,77
DI x pré;1176;1715;14,76
DI x pré;1196;1745;14,75
DI x pré;1205;1758;14,75
DI x pré;1232;1800;14,75
DI x pré;1234;1802;14,75
DI x pré;1246;1820;14,75
DI x pré;1257;1836;14,75
DI x pré;1266;1849;14,75
DI x pré;1299;1894;14,75
DI x pré;1310;1911;14,75
DI x pré;1322;1927;14,74
DI x pré;1332;1941;14,74
DI x pré;1365;1988;14,75
DI x pré;1396;2034;14,75
DI x pré;1425;2079;14,75
DI x pré;1482;2160;14,75
DI x pré;1488;2170;14,75
DI x pré;1552;2261;14,74
DI x pré;1614;2353;14,74
DI x pré;1648;2401;14,74
DI x pré;1679;2444;14,73
DI x pré;1729;2520;14,73
DI x pré;1739;2534;14,73
DI x pré;1803;2625;14,72
DI x pré;1866;2718;14,71
DI x pré;1899;2765;14,71
DI x pré;1931;2809;14,71
DI x pré;1978;2880;14,71
DI x pré;1989;2898;14,71
DI x pré;2054;2990;14,71
DI x pré;2117;3083;14,71
DI x pré;2147;3130;14,71
DI x pré;2177;3174;14,70
DI x pré;2223;3241;14,70
DI x pré;2238;3263;14,70
DI x pré;2303;3355;14,69
DI x pré;2366;3448;14,69
DI x pré;2396;3495;14,69
DI x pré;2428;3539;14,69
DI x pré;2468;3600;14,69
DI x pré;2487;3629;14,69
DI x pré;2552;3721;14,69
DI x pré;2618;3815;14,70
DI x pré;2649;3861;14,70
DI x pré;2680;3908;14,70
DI x pré;2717;3962;14,70
DI x pré;2739;3994;14,70
DI x pré;2804;4088;14,70
DI x pré;2866;4179;14,70
DI x pré;2898;4228;14,71
DI x pré;2928;4270;14,70
DI x pré;2962;4320;14,70
DI x pré;2989;4361;14,69
DI x pré;3053;4452;14,69
DI x pré;3115;4544;14,68
DI x pré;3149;4592;14,68
DI x pré;3180;4635;14,67
DI x pré;3211;4680;14,67
DI x pré;3240;4725;14,67
DI x pré;3304;4816;14,66
DI x pré;3367;4909;14,66
DI x pré;3400;4956;14,66
DI x pré;3430;5000;14,66
DI x pré;3458;5040;14,66
DI x pré;3492;5090;14,66
DI x pré;3557;5182;14,66
DI x pré;3620;5275;14,66
DI x pré;3650;5322;14,66
DI x pré;3682;5366;14,66
DI x pré;3704;5400;14,66
DI x pré;3741;5455;14,66
DI x pré;3806;5547;14,66
DI x pré;3829;5580;14,66
DI x pré;3872;5642;14,66
DI x pré;3934;5735;14,66
DI x pré;3992;5820;14,66
DI x pré;4057;5912;14,66
DI x pré;4123;6006;14,66
DI x pré;4183;6097;14,66
DI x pré;4244;6185;14,66
DI x pré;4309;6279;14,66
DI x pré;4371;6370;14,66
DI x pré;4433;6461;14,66
DI x pré;4494;6552;14,66
DI x pré;4558;6643;14,66
DI x pré;4621;6736;14,66
DI x pré;4686;6827;14,66
DI x pré;4744;6916;14,66
DI x pré;4809;7008;14,66
DI x pré;4932;7192;14,66
DI x pré;4938;7200;14,66
DI x pré;5058;7373;14,66
DI x pré;5183;7557;14,66
DI x pré;5307;7738;14,66
DI x pré;5435;7926;14,66
DI x pré;5559;8106;14,66
DI x pré;5683;8288;14,66
DI x pré;5808;8470;14,66
DI x pré;5935;8653;14,66
DI x pré;6059;8834;14,66
DI x pré;6175;9002;14,66
DI x pré;7248;10570;14,66
DI x pré;7408;10801;14,66
DI x pré;8565;12488;14,66
