Descrição da Taxa;Dias Úteis;Dias Corridos;Preço/Taxa
DI x pré;1565;2287;13,35
DI x pré;1629;2378;13,38
DI x pré;1691;2470;13,40
DI x pré;1725;2518;13,41
DI x pré;1727;2520;13,41
DI x pré;1756;2561;13,42
DI x pré;1816;2651;13,43
DI x pré;1880;2742;13,45
DI x pré;1943;2835;13,46
DI x pré;1976;2882;13,47
DI x pré;2008;2926;13,47
DI x pré;2066;3015;13,48
DI x pré;2131;3107;13,49
DI x pré;2194;3200;13,49
DI x pré;2220;3240;13,50
DI x pré;2224;3247;13,50
DI x pré;2254;3291;13,50
DI x pré;2315;3380;13,50
DI x pré;2380;3472;13,50
DI x pré;2443;3565;13,51
DI x pré;2467;3600;13,51
DI x pré;2473;3612;13,51
DI x pré;2505;3656;13,51
DI x pré;2564;3746;13,52
DI x pré;2629;3838;13,54
DI x pré;2695;3932;13,55
DI x pré;2714;3960;13,55
DI x pré;2726;3978;13,55
DI x pré;2757;4025;13,55
DI x pré;2816;4111;13,54
DI x pré;2881;4205;13,54
DI x pré;2943;4296;13,53
DI x pré;2960;4320;13,53
DI x pré;2975;4345;13,53
DI x pré;3005;4387;13,53
DI x pré;3066;4478;13,52
DI x pré;3130;4569;13,52
DI x pré;3192;4661;13,51
DI x pré;3206;4681;13,51
DI x pré;3226;4709;13,51
DI x pré;3257;4752;13,51
DI x pré;3317;4842;13,51
DI x pré;3381;4933;13,50
DI x pré;3444;5026;13,50
DI x pré;3454;5040;13,50
DI x pré;3477;5073;13,50
DI x pré;3507;5117;13,50
DI x pré;3569;5207;13,50
DI x pré;3634;5299;13,50
DI x pré;3697;5392;13,50
DI x pré;3702;5402;13,50
DI x pré;3727;5439;13,50
DI x pré;3759;5483;13,50
DI x pré;3818;5572;13,50
DI x pré;3824;5580;13,50
DI x pré;3883;5664;13,51
DI x pré;3949;5759;13,51
DI x pré;4011;5852;13,51
DI x pré;4069;5937;13,51
DI x pré;4134;6029;13,51
DI x pré;4200;6123;13,51
DI x pré;4260;6214;13,51
DI x pré;4321;6302;13,52
DI x pré;4386;6396;13,52
DI x pré;4448;6487;13,52
DI x pré;4510;6578;13,52
DI x pré;4571;6669;13,52
DI x pré;4635;6760;13,52
DI x pré;4698;6853;13,52
DI x pré;4763;6944;13,52
DI x pré;4821;7033;13,52
DI x pré;4886;7125;13,53
DI x pré;4938;7201;13,53
DI x pré;5009;7309;13,53
DI x pré;5135;7490;13,53
DI x pré;5260;7674;13,53
DI x pré;5384;7855;13,53
DI x pré;5512;8043;13,53
DI x pré;5636;8223;13,54
DI x pré;5760;8405;13,54
DI x pré;5885;8587;13,54
DI x pré;6012;8770;13,54
DI x pré;6136;8951;13,54
DI x pré;6170;9000;13,54
DI x pré;7325;10687;13,55
DI x pré;7405;10801;13,55
DI x pré;8642;12605;13,56
