Descrição da Taxa;Dias Úteis;Dias Corridos;Preço/Taxa
DI x pré;1960;2858;13,69
DI x pré;1976;2880;13,70
DI x pré;1993;2905;13,70
DI x pré;2025;2949;13,70
DI x pré;2083;3038;13,70
DI x pré;2148;3130;13,70
DI x pré;2211;3223;13,71
DI x pré;2222;3241;13,71
DI x pré;2241;3270;13,71
DI x pré;2271;3314;13,71
DI x pré;2332;3403;13,71
DI x pré;2397;3495;13,71
DI x pré;2460;3588;13,71
DI x pré;2467;3600;13,71
DI x pré;2490;3635;13,71
DI x pré;2522;3679;13,71
DI x pré;2581;3769;13,71
DI x pré;2646;3861;13,72
DI x pré;2712;3955;13,72
DI x pré;2716;3962;13,72
DI x pré;2743;4001;13,72
DI x pré;2774;4048;13,72
DI x pré;2833;4134;13,71
DI x pré;2898;4228;13,71
DI x pré;2960;4319;13,70
DI x pré;2961;4320;13,70
DI x pré;2992;4368;13,70
DI x pré;3022;4410;13,69
DI x pré;3083;4501;13,69
DI x pré;3147;4592;13,68
DI x pré;3208;4680;13,68
DI x pré;3209;4684;13,68
DI x pré;3243;4732;13,68
DI x pré;3274;4775;13,68
DI x pré;3334;4865;13,67
DI x pré;3398;4956;13,67
DI x pré;3455;5040;13,66
DI x pré;3461;5049;13,66
DI x pré;3494;5096;13,66
DI x pré;3524;5140;13,66
DI x pré;3586;5230;13,66
DI x pré;3651;5322;13,67
DI x pré;3705;5400;13,67
DI x pré;3714;5415;13,67
DI x pré;3744;5462;13,67
DI x pré;3776;5506;13,67
DI x pré;3825;5580;13,67
DI x pré;3835;5595;13,67
DI x pré;3900;5687;13,67
DI x pré;3966;5782;13,67
DI x pré;4028;5875;13,67
DI x pré;4086;5960;13,68
DI x pré;4151;6052;13,68
DI x pré;4217;6146;13,68
DI x pré;4277;6237;13,68
DI x pré;4338;6325;13,68
DI x pré;4403;6419;13,68
DI x pré;4465;6510;13,68
DI x pré;4527;6601;13,68
DI x pré;4588;6692;13,69
DI x pré;4652;6783;13,69
DI x pré;4715;6876;13,69
DI x pré;4780;6967;13,69
DI x pré;4838;7056;13,69
DI x pré;4903;7148;13,69
DI x pré;4940;7200;13,69
DI x pré;5026;7332;13,69
DI x pré;5152;7513;13,69
DI x pré;5277;7697;13,70
DI x pré;5401;7878;13,70
DI x pré;5529;8066;13,70
DI x pré;5653;8246;13,70
DI x pré;5777;8428;13,70
DI x pré;5902;8610;13,70
DI x pré;6029;8793;13,70
DI x pré;6153;8974;13,71
DI x pré;6172;9002;13,71
DI x pré;7342;10710;13,72
DI x pré;7406;10801;13,72
DI x pré;8659;12628;13,72
