Descrição da Taxa;Dias Úteis;Dias Corridos;Preço/Taxa
DI x pré;508;741;12,67
DI x pré;515;750;12,67
DI x pré;526;769;12,67
DI x pré;534;781;12,67
DI x pré;539;788;12,67
DI x pré;553;810;12,67
DI x pré;566;830;12,67
DI x pré;574;840;12,67
DI x pré;579;847;12,67
DI x pré;592;867;12,67
DI x pré;595;872;12,67
DI x pré;600;879;12,67
DI x pré;615;900;12,68
DI x pré;631;922;12,68
DI x pré;637;930;12,69
DI x pré;644;939;12,69
DI x pré;656;958;12,70
DI x pré;658;960;12,70
DI x pré;664;970;12,70
DI x pré;678;991;12,71
DI x pré;694;1015;12,72
DI x pré;696;1020;12,72
DI x pré;718;1050;12,73
DI x pré;724;1062;12,73
DI x pré;738;1082;12,74
DI x pré;754;1106;12,76
DI x pré;756;1110;12,76
DI x pré;778;1140;12,78
DI x pré;785;1152;12,79
DI x pré;799;1170;12,80
DI x pré;815;1195;12,82
DI x pré;819;1201;12,82
DI x pré;848;1243;12,85
DI x pré;870;1273;12,87
DI x pré;880;1287;12,88
DI x pré;912;1334;12,91
DI x pré;943;1380;12,93
DI x pré;973;1427;12,96
DI x pré;982;1440;12,97
DI x pré;1005;1471;12,98
DI x pré;1034;1516;13,00
DI x pré;1064;1560;13,03
DI x pré;1096;1607;13,06
DI x pré;1129;1652;13,08
DI x pré;1153;1686;13,09
DI x pré;1162;1699;13,09
DI x pré;1195;1747;13,12
DI x pré;1216;1777;13,14
DI x pré;1225;1792;13,15
DI x pré;1231;1800;13,15
DI x pré;1257;1838;13,17
DI x pré;1277;1868;13,18
DI x pré;1286;1881;13,19
DI x pré;1315;1925;13,20
DI x pré;1327;1943;13,21
DI x pré;1338;1959;13,22
DI x pré;1347;1972;13,22
DI x pré;1380;2017;13,24
DI x pré;1391;2034;13,25
DI x pré;1403;2050;13,25
DI x pré;1413;2064;13,26
DI x pré;1446;2111;13,28
DI x pré;1477;2157;13,30
DI x pré;1478;2160;13,30
DI x pré;1506;2202;13,31
DI x pré;1569;2293;13,34
DI x pré;1633;2384;13,36
DI x pré;1695;2476;13,37
DI x pré;1727;2520;13,38
DI x pré;1729;2524;13,38
DI x pré;1760;2567;13,39
DI x pré;1820;2657;13,40
DI x pré;1884;2748;13,41
DI x pré;1947;2841;13,42
DI x pré;1975;2881;13,43
DI x pré;1980;2888;13,43
DI x pré;2012;2932;13,43
DI x pré;2070;3021;13,43
DI x pré;2135;3113;13,44
DI x pré;2198;3206;13,44
DI x pré;2221;3240;13,44
DI x pré;2228;3253;13,44
DI x pré;2258;3297;13,44
DI x pré;2319;3386;13,45
DI x pré;2384;3478;13,45
DI x pré;2447;3571;13,45
DI x pré;2467;3602;13,45
DI x pré;2477;3618;13,45
DI x pré;2509;3662;13,45
DI x pré;2568;3752;13,46
DI x pré;2633;3844;13,47
DI x pré;2699;3938;13,48
DI x pré;2714;3960;13,48
DI x pré;2730;3984;13,48
DI x pré;2761;4031;13,48
DI x pré;2820;4117;13,47
DI x pré;2885;4211;13,47
DI x pré;2947;4302;13,46
DI x pré;2960;4320;13,46
DI x pré;2979;4351;13,46
DI x pré;3009;4393;13,46
DI x pré;3070;4484;13,45
DI x pré;3134;4575;13,45
DI x pré;3196;4667;13,44
DI x pré;3205;4680;13,44
DI x pré;3230;4715;13,44
DI x pré;3261;4758;13,44
DI x pré;3321;4848;13,44
DI x pré;3385;4939;13,43
DI x pré;3448;5032;13,43
DI x pré;3454;5040;13,43
DI x pré;3481;5079;13,43
DI x pré;3511;5123;13,43
DI x pré;3573;5213;13,43
DI x pré;3638;5305;13,43
DI x pré;3701;5398;13,43
DI x pré;3702;5401;13,43
DI x pré;3731;5445;13,43
DI x pré;3763;5489;13,43
DI x pré;3822;5578;13,43
DI x pré;3824;5580;13,43
DI x pré;3887;5670;13,44
DI x pré;3953;5765;13,44
DI x pré;4015;5858;13,44
DI x pré;4073;5943;13,44
DI x pré;4138;6035;13,44
DI x pré;4204;6129;13,44
DI x pré;4264;6220;13,44
DI x pré;4325;6308;13,45
DI x pré;4390;6402;13,45
DI x pré;4452;6493;13,45
DI x pré;4514;6584;13,45
DI x pré;4575;6675;13,45
DI x pré;4639;6766;13,45
DI x pré;4702;6859;13,45
DI x pré;4767;6950;13,45
DI x pré;4825;7039;13,45
DI x pré;4890;7131;13,46
DI x pré;4937;7200;13,46
DI x pré;5013;7315;13,46
DI x pré;5139;7496;13,46
DI x pré;5264;7680;13,46
DI x pré;5388;7861;13,46
DI x pré;5516;8049;13,46
DI x pré;5640;8229;13,47
DI x pré;5764;8411;13,47
DI x pré;5889;8593;13,47
DI x pré;6016;8776;13,47
DI x pré;6140;8957;13,47
DI x pré;6170;9000;13,47
DI x pré;7329;10693;13,48
DI x pré;7405;10800;13,48
DI x pré;8646;12611;13,49
