Descrição da Taxa;Dias Úteis;Dias Corridos;Preço/Taxa
DI x pré;450;661;12,74
DI x pré;467;684;12,72
DI x pré;471;690;12,71
DI x pré;480;703;12,70
DI x pré;493;720;12,69
DI x pré;511;746;12,69
DI x pré;512;747;12,69
DI x pré;515;752;12,68
DI x pré;530;775;12,68
DI x pré;533;780;12,68
DI x pré;543;794;12,67
DI x pré;554;810;12,67
DI x pré;570;836;12,67
DI x pré;574;840;12,67
DI x pré;583;853;12,66
DI x pré;594;871;12,66
DI x pré;596;873;12,66
DI x pré;604;885;12,66
DI x pré;615;900;12,66
DI x pré;635;928;12,67
DI x pré;637;930;12,67
DI x pré;648;945;12,68
DI x pré;658;962;12,68
DI x pré;660;964;12,68
DI x pré;668;976;12,68
DI x pré;677;990;12,69
DI x pré;698;1021;12,69
DI x pré;718;1050;12,69
DI x pré;728;1068;12,70
DI x pré;737;1081;12,70
DI x pré;757;1111;12,72
DI x pré;758;1112;12,72
DI x pré;778;1140;12,74
DI x pré;789;1158;12,74
DI x pré;799;1172;12,75
DI x pré;818;1200;12,77
DI x pré;819;1201;12,77
DI x pré;852;1249;12,80
DI x pré;874;1279;12,81
DI x pré;884;1293;12,82
DI x pré;916;1340;12,84
DI x pré;947;1386;12,86
DI x pré;977;1433;12,88
DI x pré;982;1440;12,89
DI x pré;1009;1477;12,90
DI x pré;1038;1522;12,92
DI x pré;1068;1566;12,94
DI x pré;1100;1613;12,97
DI x pré;1133;1658;12,98
DI x pré;1157;1692;12,99
DI x pré;1166;1705;13,00
DI x pré;1199;1753;13,02
DI x pré;1220;1783;13,04
DI x pré;1229;1798;13,04
DI x pré;1231;1802;13,04
DI x pré;1261;1844;13,06
DI x pré;1281;1874;13,07
DI x pré;1290;1887;13,08
DI x pré;1319;1931;13,09
DI x pré;1331;1949;13,10
DI x pré;1342;1965;13,10
DI x pré;1351;1978;13,11
DI x pré;1384;2023;13,13
DI x pré;1395;2040;13,13
DI x pré;1407;2056;13,14
DI x pré;1417;2070;13,14
DI x pré;1450;2117;13,16
DI x pré;1479;2160;13,18
DI x pré;1481;2163;13,18
DI x pré;1510;2208;13,19
DI x pré;1573;2299;13,21
DI x pré;1637;2390;13,23
DI x pré;1699;2482;13,24
DI x pré;1727;2520;13,25
DI x pré;1733;2530;13,25
DI x pré;1764;2573;13,26
DI x pré;1824;2663;13,27
DI x pré;1888;2754;13,27
DI x pré;1951;2847;13,28
DI x pré;1974;2880;13,29
DI x pré;1984;2894;13,29
DI x pré;2016;2938;13,29
DI x pré;2074;3027;13,29
DI x pré;2139;3119;13,30
DI x pré;2202;3212;13,30
DI x pré;2221;3240;13,30
DI x pré;2232;3259;13,31
DI x pré;2262;3303;13,31
DI x pré;2323;3392;13,31
DI x pré;2388;3484;13,31
DI x pré;2451;3577;13,31
DI x pré;2466;3601;13,31
DI x pré;2481;3624;13,31
DI x pré;2513;3668;13,31
DI x pré;2572;3758;13,32
DI x pré;2637;3850;13,32
DI x pré;2703;3944;13,33
DI x pré;2714;3960;13,33
DI x pré;2734;3990;13,33
DI x pré;2765;4037;13,32
DI x pré;2824;4123;13,31
DI x pré;2889;4217;13,30
DI x pré;2951;4308;13,29
DI x pré;2960;4322;13,29
DI x pré;2983;4357;13,28
DI x pré;3013;4399;13,28
DI x pré;3074;4490;13,28
DI x pré;3138;4581;13,27
DI x pré;3200;4673;13,27
DI x pré;3205;4680;13,27
DI x pré;3234;4721;13,27
DI x pré;3265;4764;13,26
DI x pré;3325;4854;13,26
DI x pré;3389;4945;13,26
DI x pré;3452;5038;13,25
DI x pré;3454;5040;13,25
DI x pré;3485;5085;13,25
DI x pré;3515;5129;13,25
DI x pré;3577;5219;13,25
DI x pré;3642;5311;13,25
DI x pré;3702;5400;13,26
DI x pré;3705;5404;13,26
DI x pré;3735;5451;13,26
DI x pré;3767;5495;13,26
DI x pré;3824;5582;13,26
DI x pré;3826;5584;13,26
DI x pré;3891;5676;13,26
DI x pré;3957;5771;13,26
DI x pré;4019;5864;13,26
DI x pré;4077;5949;13,26
DI x pré;4142;6041;13,27
DI x pré;4208;6135;13,27
DI x pré;4268;6226;13,27
DI x pré;4329;6314;13,27
DI x pré;4394;6408;13,27
DI x pré;4456;6499;13,27
DI x pré;4518;6590;13,27
DI x pré;4579;6681;13,27
DI x pré;4643;6772;13,28
DI x pré;4706;6865;13,28
DI x pré;4771;6956;13,28
DI x pré;4829;7045;13,28
DI x pré;4894;7137;13,28
DI x pré;4937;7200;13,28
DI x pré;5017;7321;13,28
DI x pré;5143;7502;13,28
DI x pré;5268;7686;13,28
DI x pré;5392;7867;13,29
DI x pré;5520;8055;13,29
DI x pré;5644;8235;13,29
DI x pré;5768;8417;13,29
DI x pré;5893;8599;13,29
DI x pré;6020;8782;13,29
DI x pré;6144;8963;13,29
DI x pré;6170;9000;13,30
DI x pré;7333;10699;13,30
DI x pré;7405;10800;13,30
DI x pré;8650;12617;13,31
